source_path,source_folder,predicted_label,confidence,evidence,detected_title,decision,reason,qwen_took_ms,qwen_elapsed_s,qwen_raw_text
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/805443e4ddd0c11f3995048134be0218_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含日期、车号、货量等信息的物流理货手写表格。,锦州港接车入库理货单,review,label_mismatch,3178,3.181,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""锦州港接车入库理货单"",
  ""evidence"": ""这是一张包含日期、车号、货量等信息的物流理货手写表格。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/834c47592e27fd405f2daab2e79b9800_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含编号、车号、重量等信息的表格，内容为手写记录。,检车清单,review,label_mismatch,3074,3.077,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含编号、车号、重量等信息的表格，内容为手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/9098616033bf04350ceae1292689f400_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含编号、数值和勾选标记的手写表格记录。,检车清单,review,label_mismatch,2999,3.002,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含编号、数值和勾选标记的手写表格记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/98d5813fcb8c90d25cff9c95cdc44f5f_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含多列手写数据、序号和表格结构的物流理货记录单。,锦州港接车接入库理货单,review,label_mismatch,3191,3.195,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""锦州港接车接入库理货单"",
  ""evidence"": ""这是一张包含多列手写数据、序号和表格结构的物流理货记录单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/a40eddd423de96ae901dadb29c37aacb_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张手写的表格，包含序号、车号、重量、站点等列，属于日常业务记录。,检车清单,review,label_mismatch,3056,3.059,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张手写的表格，包含序号、车号、重量、站点等列，属于日常业务记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/b0033cbdcaf7a2597a8260b075a8e314_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张手写的表格，包含序号、车皮号、重量、到达站等列，属于手写记录。,检车清单,review,label_mismatch,3157,3.16,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张手写的表格，包含序号、车皮号、重量、到达站等列，属于手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/b36670f659b7a5cb4a5073f4c9207af8_decoded.jpg,手写箱号车号表,请车表,0.95,表头标题为'检车清单'，内容包含车号、重量、到达等列，符合请车/检车业务逻辑。,检车清单,review,label_mismatch,3251,3.254,"{
  ""category"": ""请车表"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""表头标题为'检车清单'，内容包含车号、重量、到达等列，符合请车/检车业务逻辑。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/bb4b80addaaf456426f6217507693081_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含编号、数字和手写备注的表格类手写记录。,,review,label_mismatch,2970,2.973,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": """",
  ""evidence"": ""这是一张包含编号、数字和手写备注的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/bf3ce0ab31ac17a37e1a6084f1b95e4c_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含编号、车号、重量等信息的表格类手写记录。,,review,label_mismatch,2965,2.97,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": """",
  ""evidence"": ""这是一张包含编号、车号、重量等信息的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/c36a78231ee7fc752b2604273c2402fd_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含序号、车号、重量、站名等信息的表格类手写记录。,检车清单,review,label_mismatch,3074,3.076,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含序号、车号、重量、站名等信息的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/d1d87aa0731a842ce75fd4e08d352460_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含序号、车号、重量、到达、结账等列的手写表格记录。,调度车单,review,label_mismatch,3092,3.095,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""调度车单"",
  ""evidence"": ""这是一张包含序号、车号、重量、到达、结账等列的手写表格记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/d3371a3d4095d280631c0991a122c1cc_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含序号、车号、重量、站等列的表格，内容为手写记录的物流或运输数据。,,review,label_mismatch,3125,3.128,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": """",
  ""evidence"": ""这是一张包含序号、车号、重量、站等列的表格，内容为手写记录的物流或运输数据。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/d4791ac6955a3f142e3a44ce83e7f573_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含序号、车号、标高、重量、到站等信息的纸质手写表格。,检车清单,review,label_mismatch,3125,3.129,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含序号、车号、标高、重量、到站等信息的纸质手写表格。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/d47b78d07a441e305f93c09fd39c368b_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含编号和手写数字列表的表格，属于手写记录。,,review,label_mismatch,2979,2.983,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": """",
  ""evidence"": ""这是一张包含编号和手写数字列表的表格，属于手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/d82332a83a009d1fbf7d7daf3ca8188c_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含序号、车皮号、重量、到达站等信息的表格类手写记录。,检车清单,review,label_mismatch,3108,3.112,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含序号、车皮号、重量、到达站等信息的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/db5643295607dbe57eabaeb11f96b185_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张手写的表格，包含序号、车号、重量等列，属于手写记录类文档。,检车清单,review,label_mismatch,3125,3.129,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张手写的表格，包含序号、车号、重量等列，属于手写记录类文档。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/ec0607d646d44b76d3f0aba04f536bdb_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含序号、车号、标高、库到等列的手写表格记录。,检车清单,review,label_mismatch,3108,3.111,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含序号、车号、标高、库到等列的手写表格记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/fff2672102e95a404fde06f0a82643db_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含序号、车号、重量、到站等信息的表格类手写记录。,,review,label_mismatch,3021,3.025,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": """",
  ""evidence"": ""这是一张包含序号、车号、重量、到站等信息的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写记录/11624922b2aacabc31fe650f0bd2378f_decoded.jpg,手写记录,手写记录,0.95,这是一份包含日期、工作计划、日常记录和完成情况的手写工作日志。,工作计划,auto,match_and_high_confidence,3048,3.051,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""工作计划"",
  ""evidence"": ""这是一份包含日期、工作计划、日常记录和完成情况的手写工作日志。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写记录/3a202955b09ef31e4b6ef286da575f97_decoded.jpg,手写记录,手写记录,0.95,这是一份包含日期、工作计划和日常记录的手写工作日志。,工作计划,auto,match_and_high_confidence,2957,2.96,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""工作计划"",
  ""evidence"": ""这是一份包含日期、工作计划和日常记录的手写工作日志。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写记录/3bc461abc6012f618e4d2867e72ac27c_decoded.jpg,手写记录,手写记录,0.95,纸张上写有具体的数值、时间及工作内容，属于手写记录。,,auto,match_and_high_confidence,2991,2.993,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": """",
  ""evidence"": ""纸张上写有具体的数值、时间及工作内容，属于手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写记录/42718fa0e944af19c385c3aca0cd233d_decoded.jpg,手写记录,手写记录,0.95,这是一份包含日期、值班人员、工作计划和日常记录的手写工作日志。,值班人员,auto,match_and_high_confidence,3027,3.031,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""值班人员"",
  ""evidence"": ""这是一份包含日期、值班人员、工作计划和日常记录的手写工作日志。""
}"
